site_id,scene_id,row,col,y0,x0,label,purity,rgb_mean_r,rgb_mean_g,rgb_mean_b,rgb_std_r,rgb_std_g,rgb_std_b
goldfield,20240925_185504_87_4001,61,21,671,231,goethite,0.9174,158.752066,132.842975,59.487603,21.670058,21.250963,14.360250
goldfield,20240925_185504_87_4001,61,27,671,297,goethite,0.7769,198.471074,180.454545,125.140496,13.142622,13.869522,14.869852
goldfield,20240925_185504_87_4001,61,28,671,308,goethite,0.7851,190.809917,172.628099,117.066116,6.203590,5.549376,3.079486
goldfield,20240925_185504_87_4001,61,32,671,352,dickite,0.8760,190.082645,169.809917,126.834711,7.294951,6.190254,5.035981
goldfield,20240925_185504_87_4001,61,33,671,363,dickite,0.8264,204.661157,179.024793,133.380165,7.319795,7.938256,6.314428
goldfield,20240925_185504_87_4001,62,16,682,176,goethite,0.7355,169.669421,139.462810,68.809917,5.953523,5.123340,6.218227
goldfield,20240925_185504_87_4001,62,18,682,198,goethite,0.7107,160.644628,131.190083,60.099174,11.846023,12.790954,14.254131
goldfield,20240925_185504_87_4001,62,20,682,220,goethite,0.7107,174.677686,150.223140,71.338843,24.288968,24.749818,16.925971
goldfield,20240925_185504_87_4001,62,21,682,231,goethite,0.7355,191.826446,166.371901,89.925620,23.104748,22.037958,13.406650
goldfield,20240925_185504_87_4001,62,26,682,286,muscovite,0.8512,198.462810,171.859504,133.256198,18.234035,20.081366,17.445324
goldfield,20240925_185504_87_4001,62,28,682,308,goethite,0.7521,187.909091,170.876033,121.057851,6.368829,5.539595,4.657346
goldfield,20240925_185504_87_4001,64,9,704,99,gypsum,0.9174,176.057851,147.049587,116.363636,6.899871,6.937562,6.111904
goldfield,20240925_185504_87_4001,64,28,704,308,muscovite,0.8347,193.429752,175.661157,142.859504,10.706317,9.211521,7.739889
goldfield,20240925_185504_87_4001,64,32,704,352,muscovite,0.7851,199.876033,182.694215,133.471074,6.468704,5.867466,4.178011
goldfield,20240925_185504_87_4001,64,39,704,429,muscovite,0.7107,235.966942,203.611570,166.900826,9.446617,7.944406,6.330309
goldfield,20240925_185504_87_4001,65,3,715,33,gypsum,0.9174,151.446281,130.826446,108.752066,22.886696,21.780527,18.584309
goldfield,20240925_185504_87_4001,65,30,715,330,muscovite,0.7603,194.545455,177.553719,138.454545,5.719331,4.970908,6.149649
goldfield,20240925_185504_87_4001,65,32,715,352,muscovite,0.7934,197.900826,179.289256,130.570248,6.136741,4.405928,4.447725
goldfield,20240925_185504_87_4001,65,39,715,429,muscovite,0.7355,236.090909,203.495868,167.479339,3.136034,2.769742,2.415854
goldfield,20240925_185504_87_4001,66,2,726,22,gypsum,0.7025,156.661157,135.280992,116.958678,28.430444,26.365587,21.569567
goldfield,20240925_185504_87_4001,66,3,726,33,gypsum,0.7769,163.983471,140.669421,114.966942,15.540394,13.649320,11.731101
goldfield,20240925_185504_87_4001,66,4,726,44,gypsum,0.7521,178.884298,153.206612,127.487603,10.869010,8.423616,5.370744
goldfield,20240925_185504_87_4001,66,9,726,99,gypsum,0.7190,167.545455,143.280992,119.206612,13.608456,14.250546,13.095275
goldfield,20240925_185504_87_4001,66,31,726,341,muscovite,0.7686,198.115702,179.975207,141.330579,5.448770,5.167385,6.524447
goldfield,20240925_185504_87_4001,66,33,726,363,muscovite,0.7851,208.033058,181.570248,143.322314,9.343698,9.156876,6.196793
goldfield,20240925_185504_87_4001,67,1,737,11,gypsum,0.7521,191.396694,171.793388,152.586777,14.443666,13.121125,11.826339
goldfield,20240925_185504_87_4001,67,2,737,22,gypsum,0.9091,169.314050,151.198347,132.628099,9.732822,9.337227,10.181926
goldfield,20240925_185504_87_4001,67,3,737,33,gypsum,0.9091,187.181818,161.966942,131.024793,15.194605,11.687341,7.580382
goldfield,20240925_185504_87_4001,67,26,737,286,goethite,0.7851,177.264463,164.471074,119.809917,3.580869,3.634259,3.024184
goldfield,20240925_185504_87_4001,67,32,737,352,muscovite,0.9421,202.752066,181.338843,141.314050,9.440795,8.036645,5.722268
goldfield,20240925_185504_87_4001,67,33,737,363,muscovite,0.7603,204.809917,179.033058,143.495868,7.960973,6.996970,5.513506
goldfield,20240925_185504_87_4001,68,25,748,275,goethite,0.8430,184.966942,170.380165,120.760331,3.053068,3.392398,3.170173
goldfield,20240925_185504_87_4001,68,26,748,286,goethite,0.8512,181.198347,166.785124,122.694215,5.224892,4.674896,2.888687
goldfield,20240925_185504_87_4001,68,32,748,352,muscovite,0.8264,204.066116,182.132231,142.818182,7.736076,7.302147,5.010732
goldfield,20240925_185504_87_4001,69,32,759,352,muscovite,0.9504,203.950413,181.247934,141.520661,5.574219,4.953137,3.878526
goldfield,20240925_185504_87_4001,69,33,759,363,muscovite,0.7438,208.876033,183.074380,147.446281,4.261242,4.086190,3.654388
goldfield,20240925_185504_87_4001,70,32,770,352,muscovite,0.7355,207.338843,183.247934,142.537190,3.753904,4.100556,3.929211
goldfield,20240925_185504_87_4001,70,33,770,363,muscovite,0.8182,218.933884,192.652893,153.677686,14.248524,12.340025,10.232193
goldfield,20240925_185504_87_4001,70,72,770,792,hematite,0.9174,54.595041,32.347107,46.876033,20.315926,20.448569,16.541743
goldfield,20240925_185504_87_4001,71,72,781,792,hematite,0.8430,84.702479,58.958678,68.950413,17.428316,16.942000,13.248952
goldfield,20240925_185504_87_4001,71,73,781,803,hematite,0.8182,65.239669,45.090909,54.842975,13.564675,10.798684,9.453679
goldfield,20240925_185504_87_4001,72,24,792,264,goethite,0.8430,198.024793,179.090909,138.247934,7.619530,7.734221,6.015518
goldfield,20240925_185504_87_4001,72,25,792,275,goethite,0.8760,190.074380,172.909091,136.702479,8.693272,7.485523,4.532061
goldfield,20240925_185504_87_4001,72,74,792,814,hematite,0.8017,60.925620,45.512397,57.413223,21.701264,17.540563,15.929944
goldfield,20240925_185504_87_4001,73,25,803,275,goethite,0.9421,200.809917,180.297521,139.776860,10.291065,8.281858,5.117605
goldfield,20240925_185504_87_4001,73,66,803,726,hematite,0.7190,102.785124,64.884298,61.247934,17.187448,13.960505,12.521902
goldfield,20240925_185504_87_4001,74,65,814,715,hematite,0.8099,100.462810,59.429752,56.016529,19.568925,17.005019,15.048123
goldfield,20240925_185504_87_4001,74,66,814,726,hematite,0.8099,118.057851,81.471074,75.512397,13.540449,13.828988,12.844342
goldfield,20240925_185504_87_4001,74,74,814,814,hematite,0.8595,117.115702,86.421488,93.578512,19.761884,14.045824,13.124800
goldfield,20240925_185504_87_4001,75,65,825,715,hematite,0.7107,129.305785,85.140496,78.685950,17.125614,14.598373,12.619042
goldfield,20240925_185504_87_4001,75,71,825,781,hematite,0.7025,106.297521,72.595041,79.082645,20.299267,13.949483,13.026094
goldfield,20240925_185504_87_4001,76,64,836,704,hematite,0.8430,132.760331,92.933884,84.694215,14.531257,14.201464,13.250194
goldfield,20240925_185504_87_4001,77,64,847,704,hematite,0.8099,126.785124,89.735537,80.198347,7.413642,9.202738,9.571497
